Date,Adjusted Close
2000-05-19,31.963245979185523
2000-05-22,30.871095099662824
2000-05-23,31.56278602180026
2000-05-24,31.235147967777948
2000-05-25,30.798288645945227
2000-05-26,30.76188155667509
2000-05-30,32.7004309570005
2000-05-31,33.55593446879686
2000-06-01,34.35683635898114
2000-06-02,36.33179799845847
2000-06-05,36.73225280596195
2000-06-06,36.249886553747224
2000-06-07,36.686733000875485
2000-06-08,36.613931697039675
2000-06-09,37.05988571010248
2000-06-12,36.25898896979998
2000-06-13,36.550201909965914
2000-06-14,36.113370912483
2000-06-15,36.613931697039675
2000-06-16,36.67307293944412
2000-06-19,38.26122438320399
2000-06-20,38.41140781072225
2000-06-21,38.89829823408399
2000-06-22,37.888079398799675
2000-06-23,36.96886927439758
2000-06-26,37.04167315317429
2000-06-27,36.941556876357524
2000-06-28,37.27831279607795
2000-06-29,36.80049131453737
2000-06-30,37.150891846043805
2000-07-03,37.44212538573687
2000-07-05,35.74022850301958
2000-07-06,36.659436052480785
2000-07-07,37.53313924650087
2000-07-10,37.06443563065841
2000-07-11,36.686733000875485
2000-07-12,37.99729294178741
2000-07-13,38.943812889288665
2000-07-14,39.671921200459806
2000-07-17,39.99046456325204
2000-07-18,38.88011400150561
2000-07-19,37.67876245369964
2000-07-20,38.58887531193076
2000-07-21,37.66055504665323
2000-07-24,36.72768228587888
2000-07-25,37.150891846043805
2000-07-26,36.4501036577354
2000-07-27,35.53088065862884
2000-07-28,33.82442613053294
2000-07-31,35.03031472419038
2000-08-01,34.34773651786927
2000-08-02,33.93362937375711
2000-08-03,34.65718003954964
2000-08-04,34.67992449244752
2000-08-07,35.817559127884195
2000-08-08,36.049646275291025
2000-08-09,36.181622295762885
2000-08-10,35.3488632368644
2000-08-11,35.1759533810345
2000-08-14,36.02234417701454
2000-08-15,36.363642292468214
2000-08-16,36.550201909965914
2000-08-17,37.35567174529237
2000-08-18,37.55133635378371
2000-08-21,37.505829423401714
2000-08-22,37.56953603600744
2000-08-23,38.161120981091685
2000-08-24,38.44780460022882
2000-08-25,38.40685016534364
2000-08-28,39.04392401622364
2000-08-29,39.17133724143511
2000-08-30,39.11218054938531
2000-08-31,39.84482333146703
2000-09-01,39.95403429951387
2000-09-05,39.00751435201261
2000-09-06,37.76978146434543
2000-09-07,38.64347435860195
2000-09-08,37.60595085010026
2000-09-11,36.386386745366096
2000-09-12,35.67649871594582
2000-09-13,35.876731269579345
2000-09-14,36.25898896979998
2000-09-15,35.54453814511931
2000-09-18,35.09402391173701
2000-09-19,36.46375599434408
2000-09-20,37.05988571010248
2000-09-21,36.459208648729046
2000-09-22,35.25785452598218
2000-09-25,34.63897005756234
2000-09-26,34.23853327464511
2000-09-27,33.6924449601793
2000-09-28,34.94386365868677
2000-09-29,33.80166107810793
2000-10-02,33.01897431979273
2000-10-03,31.744811168387375
2000-10-04,32.21351993411162
2000-10-05,32.05425726500863
2000-10-06,31.10772701774381
2000-10-09,31.09862202675016
2000-10-10,29.487731279974195
2000-10-11,29.041769542088716
2000-10-12,28.158961357074975
2000-10-13,30.68905707837125
2000-10-16,30.452453484640074
2000-10-17,29.83355614151578
2000-10-18,29.160082926188316
2000-10-19,31.817615047164082
2000-10-20,32.27267147627964
2000-10-23,32.03603955819866
2000-10-24,31.362561192989414
2000-10-25,29.342097773011865
2000-10-26,30.106605448630464
2000-10-27,30.106605448630464
2000-10-30,29.196482290635778
2000-10-31,31.071335378119024
2000-11-01,30.72546931752317
2000-11-02,31.690186372307267
2000-11-03,32.090654054515205
2000-11-06,31.835819879269597
2000-11-07,31.817615047164082
2000-11-08,29.760757412620855
2000-11-09,29.342097773011865
2000-11-10,27.667492688807492
2000-11-13,27.81312104588804
2000-11-14,29.05086680825969
2000-11-15,29.52411004489452
2000-11-16,28.28636428252287
2000-11-17,28.30458713921463
2000-11-20,27.06682850213852
2000-11-21,26.757382405517262
2000-11-22,25.86546407962809
2000-11-24,27.085023034480468
2000-11-27,26.902990163070676
2000-11-28,25.446814739782667
2000-11-29,25.119179260701245
2000-11-30,23.790411912742915
2000-12-01,24.15444933121269
2000-12-04,24.136241924166285
2000-12-05,26.88480078061051
2000-12-06,25.974667322852255
2000-12-07,25.319396364689418
2000-12-08,25.628834736488
2000-12-11,27.81312104588804
2000-12-12,27.121432698691496
2000-12-13,25.756250536640355
2000-12-14,24.98265846955524
2000-12-15,23.899630605612433
2000-12-18,23.535572587615526
2000-12-19,22.425229750691773
2000-12-20,20.75061565419428
2000-12-21,20.49579692859403
2000-12-22,22.62545200456173
2000-12-26,22.243199454222875
2000-12-27,22.57084265812697
2000-12-28,22.70736602421387
2000-12-29,21.715336571389717
2001-01-02,19.949718913891786
2001-01-03,23.499175798108958
2001-01-04,23.371752273133925
2001-01-05,21.642540417435686
2001-01-08,21.455947325706394
2001-01-09,22.115793953834086
2001-01-10,22.934895526242094
2001-01-11,23.590176784168502
2001-01-12,23.69939547703802
2001-01-16,23.353542291146628
2001-01-17,24.10895012565336
2001-01-18,25.537836325369344
2001-01-19,25.756250536640355
2001-01-22,25.22837735404363
2001-01-23,25.901866019016442
2001-01-24,26.156707919084724
2001-01-25,24.996303081341253
2001-01-26,25.119179260701245
2001-01-29,25.890940544812242
2001-01-30,25.890940544812242
2001-01-31,25.454086372861305
2001-02-01,25.41040765051253
2001-02-02,24.131877399354565
2001-02-05,23.64841937220169
2001-02-06,23.895979339427765
2001-02-07,23.342632266587778
2001-02-08,22.745591021753665
2001-02-09,21.842752371542073
2001-02-12,21.82819880562123
2001-02-13,21.405902062002472
2001-02-14,22.017495585286984
2001-02-15,22.92032393573501
2001-02-16,21.522400112773305
2001-02-20,20.130284068993213
2001-02-21,19.585668620717556
2001-02-22,19.221623477425105
2001-02-23,19.541991185839226
2001-02-26,19.687609243156206
2001-02-27,18.58090351024222
2001-02-28,18.0566854562415
2001-03-01,18.726520280088753
2001-03-02,17.94018740547067
2001-03-05,18.36247642426675
2001-03-06,19.207066049092926
2001-03-07,19.163384751803257
2001-03-08,18.78476801800372
2001-03-09,17.45673066578824
2001-03-12,16.192764280314687
2001-03-13,17.32859001977482
2001-03-14,17.008224886301594
2001-03-15,16.658743608693555
2001-03-16,16.149084270495464
2001-03-19,16.789797800326124
2001-03-20,15.799597843005644
2001-03-21,16.047148797938597
2001-03-22,16.891731985412545
2001-03-23,17.299468725758228
2001-03-26,16.891731985412545
2001-03-27,17.372266167182705
2001-03-28,15.988901060023629
2001-03-29,15.508356578489902
2001-03-30,15.52291786923342
2001-04-02,14.969569508922989
2001-04-03,13.979364401720726
2001-04-04,13.68813343696855
2001-04-05,15.202557885641978
2001-04-06,14.299725672782616
2001-04-09,14.357966973345356
2001-04-10,15.755902383541072
2001-04-11,16.367504919118705
2001-04-12,16.877170694669026
2001-04-16,16.24809332272872
2001-04-17,16.367504919118705
2001-04-18,18.012995146658714
2001-04-19,19.556543464289625
2001-04-20,19.512869891822632
2001-04-23,18.20230351355848
2001-04-24,17.823689354699837
2001-04-25,18.12949448489999
2001-04-26,17.663511294109785
2001-04-27,18.17317191977832
2001-04-30,18.55177835381429
2001-05-01,18.91582864698852
2001-05-02,19.556543464289625
2001-05-03,18.770205439789756
2001-05-04,19.221623477425105
2001-05-07,19.003196391449638
2001-05-08,19.352684106409903
2001-05-09,18.77894478917676
2001-05-10,18.493534478310654
2001-05-11,18.135316426256505
2001-05-14,17.88484935076351
2001-05-15,18.08580803772854
2001-05-16,18.770205439789756
2001-05-17,18.98863767564701
2001-05-18,19.003196391449638
2001-05-21,19.978842782849274
2001-05-22,20.101162774976622
2001-05-23,19.36724668462387
2001-05-24,19.658487949139612
2001-05-25,19.42840796815799
2001-05-29,18.333355130250155
2001-05-30,17.299468725758228
2001-05-31,17.590698403039955
2001-06-01,17.94018740547067
2001-06-04,17.946009346827186
2001-06-05,18.85758090907355
2001-06-06,18.66827640458512
2001-06-07,19.352684106409903
2001-06-08,18.84302348074137
2001-06-11,18.2896712580196
2001-06-12,18.30423126129267
2001-06-13,17.736324185179612
2001-06-14,16.96454230154148
2001-06-15,16.71699263407897
2001-06-18,16.38206749733267
